stage_id,student_id,entreprise_id,type_stage,filiere_id,semestre_id,date_debut,date_fin,encadrant_nom,grade,status
STG00464,STU00539,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Mansouri,14.18,TERMINE
STG00465,STU00541,ENT0010,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Fassi,17.96,TERMINE
STG00466,STU00542,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Rami,14.02,TERMINE
STG00467,STU00544,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Idrissi,14.6,TERMINE
STG00468,STU00545,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Sabri,17.16,TERMINE
STG00469,STU00546,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Naciri,17.79,TERMINE
STG00470,STU00547,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Mansouri,16.07,TERMINE
STG00471,STU00548,ENT0018,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Berrada,14.52,TERMINE
STG00472,STU00551,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Benjelloun,16.07,TERMINE
STG00473,STU00552,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Alami,14.29,TERMINE
STG00474,STU00554,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Naciri,17.75,TERMINE
STG00475,STU00555,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Tazi,16.79,TERMINE
STG00476,STU00556,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Hassan Mansouri,14.71,TERMINE
STG00477,STU00557,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Fassi,15.66,TERMINE
STG00478,STU00558,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Karim Sabri,14.86,TERMINE
STG00479,STU00559,ENT0015,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Berrada,16.61,TERMINE
STG00480,STU00560,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Alami,17.44,TERMINE
STG00481,STU00561,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Naciri,17.48,TERMINE
STG00482,STU00563,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima El Amrani,16.87,TERMINE
STG00483,STU00564,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Rami,15.48,TERMINE
STG00484,STU00565,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Rami,14.41,TERMINE
STG00485,STU00566,ENT0003,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Benjelloun,17.78,TERMINE
STG00486,STU00567,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Rami,16.14,TERMINE
STG00487,STU00568,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Tazi,15.48,TERMINE
STG00488,STU00569,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Naciri,15.08,TERMINE
STG00489,STU00570,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Rami,16.81,TERMINE
STG00490,STU00571,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Benali,15.87,TERMINE
STG00491,STU00572,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Benjelloun,16.42,TERMINE
STG00492,STU00574,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Karim El Amrani,14.63,TERMINE
STG00493,STU00575,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Alami,16.92,TERMINE
STG00494,STU00577,ENT0013,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Berrada,15.64,TERMINE
STG00495,STU00579,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Naciri,15.12,TERMINE
STG00496,STU00580,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Benjelloun,16.68,TERMINE
STG00497,STU00581,ENT0014,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Chakir,17.96,TERMINE
STG00498,STU00582,ENT0005,OBSERVATION,,2,2024-01-14,2024-01-13,Aisha Berrada,16.87,TERMINE
STG00499,STU00583,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Benjelloun,15.72,TERMINE
STG00500,STU00584,ENT0016,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Benjelloun,14.27,TERMINE
STG00501,STU00585,ENT0009,OBSERVATION,,2,2024-01-14,2024-01-13,Mehdi Sabri,15.56,TERMINE
STG00502,STU00586,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Ali Benjelloun,14.08,TERMINE
STG00503,STU00587,ENT0020,OBSERVATION,,2,2024-01-14,2024-01-13,Nour Fassi,17.28,TERMINE
STG00504,STU00588,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Rami,16.61,TERMINE
STG00505,STU00589,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Mansouri,17.12,TERMINE
STG00506,STU00590,ENT0006,OBSERVATION,,2,2024-01-14,2024-01-13,Khadija Mansouri,16.84,TERMINE
STG00507,STU00591,ENT0008,OBSERVATION,,2,2024-01-14,2024-01-13,Ali El Amrani,17.92,TERMINE
STG00508,STU00592,ENT0017,OBSERVATION,,2,2024-01-14,2024-01-13,Ahmed Rami,17.85,TERMINE
STG00509,STU00593,ENT0011,OBSERVATION,,2,2024-01-14,2024-01-13,Amina Chakir,15.93,TERMINE
STG00510,STU00594,ENT0007,OBSERVATION,,2,2024-01-14,2024-01-13,Fatima Benali,15.91,TERMINE
STG00511,STU00595,ENT0012,OBSERVATION,,2,2024-01-14,2024-01-13,Mohamed Benali,14.87,TERMINE
STG00512,STU00596,ENT0004,OBSERVATION,,2,2024-01-14,2024-01-13,Salma Alami,17.98,TERMINE
STG00513,STU00599,ENT0001,OBSERVATION,,2,2024-01-14,2024-01-13,Yasmine Idrissi,15.97,TERMINE
STG00514,STU00600,ENT0019,OBSERVATION,,2,2024-01-14,2024-01-13,Omar Rami,16.69,TERMINE
STG00515,STU00601,ENT0019,PP,1.0,3,2024-01-14,2023-02-14,Mehdi Sabri,16.08,TERMINE
STG00516,STU00602,ENT0015,PP,1.0,3,2024-01-14,2023-02-14,Yasmine Sabri,17.06,TERMINE
STG00517,STU00604,ENT0011,PP,1.0,3,2024-01-14,2023-02-14,Omar Sabri,16.5,TERMINE
STG00518,STU00605,ENT0009,PP,1.0,3,2024-01-14,2023-02-14,Ali Mansouri,13.89,EN_COURS
STG00519,STU00606,ENT0016,PP,1.0,3,2024-01-14,2023-02-14,Yasmine Berrada,16.2,EN_COURS
STG00520,STU00607,ENT0007,PP,1.0,3,2024-01-14,2023-02-14,Ahmed Naciri,15.25,TERMINE
STG00521,STU00608,ENT0014,PP,1.0,3,2024-01-14,2023-02-14,Fatima Naciri,11.83,EN_COURS
STG00522,STU00609,ENT0003,PP,1.0,3,2024-01-14,2023-02-14,Karim Chakir,14.12,TERMINE
STG00523,STU00610,ENT0020,PP,1.0,3,2024-01-14,2023-02-14,Mehdi Chakir,17.32,TERMINE
STG00524,STU00611,ENT0001,PP,1.0,3,2024-01-14,2023-02-14,Khadija El Amrani,12.27,TERMINE
STG00525,STU00612,ENT0008,PP,1.0,3,2024-01-14,2023-02-14,Khadija Naciri,12.14,TERMINE
STG00526,STU00613,ENT0010,PP,1.0,3,2024-01-14,2023-02-14,Yasmine Chakir,13.2,TERMINE
STG00527,STU00614,ENT0007,PP,1.0,3,2024-01-14,2023-02-14,Nour Rami,13.57,TERMINE
STG00528,STU00615,ENT0017,PP,1.0,3,2024-01-14,2023-02-14,Khadija Fassi,13.12,EN_COURS
STG00529,STU00616,ENT0004,PP,1.0,3,2024-01-14,2023-02-14,Ali Berrada,16.18,TERMINE
STG00530,STU00617,ENT0016,PP,1.0,3,2024-01-14,2023-02-14,Fatima Benjelloun,14.08,EN_COURS
STG00531,STU00619,ENT0004,PP,1.0,3,2024-01-14,2023-02-14,Nour Mansouri,14.69,EN_COURS
STG00532,STU00620,ENT0005,PP,1.0,3,2024-01-14,2023-02-14,Salma Berrada,14.16,TERMINE
STG00533,STU00621,ENT0008,PP,1.0,3,2024-01-14,2023-02-14,Amina El Amrani,17.68,TERMINE
STG00534,STU00622,ENT0015,PP,1.0,3,2024-01-14,2023-02-14,Aisha Berrada,17.97,TERMINE
STG00535,STU00624,ENT0013,PP,1.0,3,2024-01-14,2023-02-14,Yasmine Mansouri,13.23,TERMINE
STG00536,STU00625,ENT0007,PP,1.0,3,2024-01-14,2023-02-14,Ahmed Tazi,14.51,EN_COURS
STG00537,STU00626,ENT0010,PP,1.0,3,2024-01-14,2023-02-14,Omar Naciri,16.97,TERMINE
STG00538,STU00628,ENT0019,PP,1.0,3,2024-01-14,2023-02-14,Karim Benali,16.21,TERMINE
STG00539,STU00629,ENT0020,PP,1.0,3,2024-01-14,2023-02-14,Aisha Benjelloun,11.73,TERMINE
STG00540,STU00630,ENT0018,PP,1.0,3,2024-01-14,2023-02-14,Salma Benjelloun,17.53,TERMINE
STG00541,STU00631,ENT0004,PP,1.0,3,2024-01-14,2023-02-14,Youssef Rami,14.6,TERMINE
STG00542,STU00632,ENT0006,PP,1.0,3,2024-01-14,2023-02-14,Salma Chakir,15.44,EN_COURS
STG00543,STU00634,ENT0006,PP,1.0,3,2024-01-14,2023-02-14,Mohamed Benali,15.35,TERMINE
STG00544,STU00635,ENT0019,PP,1.0,3,2024-01-14,2023-02-14,Aisha Mansouri,14.09,TERMINE
STG00545,STU00636,ENT0014,PP,1.0,3,2024-01-14,2023-02-14,Mohamed Rami,13.08,TERMINE
STG00546,STU00637,ENT0010,PP,1.0,3,2024-01-14,2023-02-14,Amina Sabri,14.14,TERMINE
STG00547,STU00638,ENT0014,PP,1.0,3,2024-01-14,2023-02-14,Hassan Rami,17.38,TERMINE
STG00548,STU00639,ENT0003,PP,1.0,3,2024-01-14,2023-02-14,Mehdi Sabri,11.05,TERMINE
STG00549,STU00640,ENT0012,PP,1.0,3,2024-01-14,2023-02-14,Yasmine Naciri,11.67,TERMINE
STG00550,STU00641,ENT0020,PP,1.0,3,2024-01-14,2023-02-14,Fatima Naciri,17.32,TERMINE
STG00551,STU00642,ENT0011,PP,1.0,3,2024-01-14,2023-02-14,Karim Idrissi,17.45,EN_COURS
STG00552,STU00643,ENT0012,PP,1.0,3,2024-01-14,2023-02-14,Ali Tazi,17.14,TERMINE
STG00553,STU00644,ENT0010,PP,1.0,3,2024-01-14,2023-02-14,Nour Sabri,13.8,TERMINE
STG00554,STU00645,ENT0014,PP,1.0,3,2024-01-14,2023-02-14,Aisha Chakir,12.06,TERMINE
STG00555,STU00646,ENT0020,PP,1.0,3,2024-01-14,2023-02-14,Nour Sabri,11.07,TERMINE
STG00556,STU00647,ENT0009,PP,1.0,3,2024-01-14,2023-02-14,Yasmine El Amrani,16.59,TERMINE
STG00557,STU00648,ENT0005,PP,1.0,3,2024-01-14,2023-02-14,Salma Berrada,12.31,EN_COURS
STG00558,STU00649,ENT0018,PP,1.0,3,2024-01-14,2023-02-14,Ali Benali,16.48,TERMINE
STG00559,STU00651,ENT0011,PP,1.0,3,2024-01-14,2023-02-14,Yasmine Benjelloun,16.3,TERMINE
STG00560,STU00652,ENT0010,PP,1.0,3,2024-01-14,2023-02-14,Khadija Benjelloun,15.71,EN_COURS
STG00561,STU00655,ENT0012,PP,1.0,3,2024-01-14,2023-02-14,Ali Rami,12.72,TERMINE
STG00562,STU00656,ENT0007,PP,1.0,3,2024-01-14,2023-02-14,Ahmed Rami,17.27,EN_COURS
STG00563,STU00657,ENT0016,PP,1.0,3,2024-01-14,2023-02-14,Karim Mansouri,14.61,TERMINE
STG00564,STU00658,ENT0004,PP,1.0,3,2024-01-14,2023-02-14,Youssef Benjelloun,17.0,TERMINE
STG00565,STU00659,ENT0012,PP,1.0,3,2024-01-14,2023-02-14,Ahmed El Amrani,14.23,TERMINE
STG00566,STU00660,ENT0020,PP,1.0,3,2024-01-14,2023-02-14,Aisha Rami,16.55,TERMINE
STG00567,STU00661,ENT0004,PP,2.0,3,2024-01-14,2023-02-14,Amina Idrissi,11.31,TERMINE
STG00568,STU00662,ENT0013,PP,2.0,3,2024-01-14,2023-02-14,Salma Chakir,11.24,TERMINE
STG00569,STU00663,ENT0014,PP,2.0,3,2024-01-14,2023-02-14,Aisha Tazi,14.07,TERMINE
STG00570,STU00664,ENT0009,PP,2.0,3,2024-01-14,2023-02-14,Mohamed Mansouri,13.48,TERMINE
STG00571,STU00665,ENT0018,PP,2.0,3,2024-01-14,2023-02-14,Hassan Benali,17.82,TERMINE
STG00572,STU00666,ENT0017,PP,2.0,3,2024-01-14,2023-02-14,Ali El Amrani,16.82,EN_COURS
STG00573,STU00667,ENT0010,PP,2.0,3,2024-01-14,2023-02-14,Khadija El Amrani,13.51,TERMINE
STG00574,STU00668,ENT0009,PP,2.0,3,2024-01-14,2023-02-14,Ahmed Benali,17.04,TERMINE
STG00575,STU00669,ENT0012,PP,2.0,3,2024-01-14,2023-02-14,Ali Alami,13.0,TERMINE
STG00576,STU00670,ENT0007,PP,2.0,3,2024-01-14,2023-02-14,Yasmine Tazi,15.7,EN_COURS
STG00577,STU00671,ENT0019,PP,2.0,3,2024-01-14,2023-02-14,Ali Sabri,13.9,TERMINE
STG00578,STU00672,ENT0017,PP,2.0,3,2024-01-14,2023-02-14,Karim Chakir,12.23,TERMINE
STG00579,STU00673,ENT0003,PP,2.0,3,2024-01-14,2023-02-14,Khadija Fassi,14.61,EN_COURS
STG00580,STU00674,ENT0010,PP,2.0,3,2024-01-14,2023-02-14,Aisha Rami,16.44,TERMINE
STG00581,STU00676,ENT0018,PP,2.0,3,2024-01-14,2023-02-14,Mehdi Berrada,16.49,TERMINE
STG00582,STU00677,ENT0007,PP,2.0,3,2024-01-14,2023-02-14,Aisha Benali,12.58,TERMINE
STG00583,STU00678,ENT0018,PP,2.0,3,2024-01-14,2023-02-14,Mohamed Benali,12.71,TERMINE
STG00584,STU00679,ENT0016,PP,2.0,3,2024-01-14,2023-02-14,Fatima Tazi,12.03,TERMINE
STG00585,STU00680,ENT0010,PP,2.0,3,2024-01-14,2023-02-14,Mehdi Rami,16.85,EN_COURS
STG00586,STU00681,ENT0002,PP,2.0,3,2024-01-14,2023-02-14,Nour Benali,12.02,TERMINE
STG00587,STU00682,ENT0019,PP,2.0,3,2024-01-14,2023-02-14,Nour Benjelloun,13.6,TERMINE
STG00588,STU00683,ENT0003,PP,2.0,3,2024-01-14,2023-02-14,Mohamed Chakir,11.5,EN_COURS
STG00589,STU00684,ENT0004,PP,2.0,3,2024-01-14,2023-02-14,Omar Rami,15.53,TERMINE
STG00590,STU00685,ENT0009,PP,2.0,3,2024-01-14,2023-02-14,Karim Alami,14.32,TERMINE
STG00591,STU00686,ENT0017,PP,2.0,3,2024-01-14,2023-02-14,Youssef Mansouri,13.0,TERMINE
STG00592,STU00687,ENT0019,PP,2.0,3,2024-01-14,2023-02-14,Yasmine Naciri,17.29,TERMINE
STG00593,STU00688,ENT0020,PP,2.0,3,2024-01-14,2023-02-14,Amina Chakir,15.33,TERMINE
STG00594,STU00689,ENT0008,PP,2.0,3,2024-01-14,2023-02-14,Nour Idrissi,11.86,TERMINE
STG00595,STU00690,ENT0007,PP,2.0,3,2024-01-14,2023-02-14,Mohamed Tazi,15.86,TERMINE
STG00596,STU00691,ENT0013,PP,2.0,3,2024-01-14,2023-02-14,Ali Tazi,16.58,EN_COURS
STG00597,STU00692,ENT0008,PP,2.0,3,2024-01-14,2023-02-14,Khadija Naciri,15.96,EN_COURS
STG00598,STU00693,ENT0004,PP,2.0,3,2024-01-14,2023-02-14,Karim Naciri,11.8,TERMINE
STG00599,STU00694,ENT0016,PP,2.0,3,2024-01-14,2023-02-14,Hassan Mansouri,12.04,TERMINE
STG00600,STU00695,ENT0006,PP,2.0,3,2024-01-14,2023-02-14,Khadija El Amrani,14.42,TERMINE
STG00601,STU00698,ENT0018,PP,2.0,3,2024-01-14,2023-02-14,Mehdi Berrada,12.87,TERMINE
STG00602,STU00699,ENT0004,PP,2.0,3,2024-01-14,2023-02-14,Khadija Berrada,15.59,TERMINE
STG00603,STU00700,ENT0004,PP,2.0,3,2024-01-14,2023-02-14,Salma El Amrani,13.1,TERMINE
STG00604,STU00701,ENT0002,PP,2.0,3,2024-01-14,2023-02-14,Khadija Idrissi,12.49,EN_COURS
STG00605,STU00702,ENT0007,PP,2.0,3,2024-01-14,2023-02-14,Karim Fassi,12.07,TERMINE
STG00606,STU00703,ENT0011,PP,2.0,3,2024-01-14,2023-02-14,Mehdi Mansouri,11.88,EN_COURS
STG00607,STU00704,ENT0011,PP,2.0,3,2024-01-14,2023-02-14,Nour Berrada,11.33,TERMINE
STG00608,STU00705,ENT0017,PP,2.0,3,2024-01-14,2023-02-14,Amina Sabri,14.82,TERMINE
STG00609,STU00706,ENT0005,PP,2.0,3,2024-01-14,2023-02-14,Amina Benjelloun,13.68,EN_COURS
STG00610,STU00707,ENT0016,PP,2.0,3,2024-01-14,2023-02-14,Nour Sabri,11.96,TERMINE
STG00611,STU00708,ENT0019,PP,2.0,3,2024-01-14,2023-02-14,Ali Tazi,16.31,TERMINE
STG00612,STU00709,ENT0010,PP,2.0,3,2024-01-14,2023-02-14,Salma Idrissi,13.81,EN_COURS
STG00613,STU00711,ENT0005,PP,2.0,3,2024-01-14,2023-02-14,Karim Chakir,17.57,EN_COURS
STG00614,STU00712,ENT0015,PP,2.0,3,2024-01-14,2023-02-14,Ahmed Idrissi,15.48,TERMINE
STG00615,STU00713,ENT0011,PP,2.0,3,2024-01-14,2023-02-14,Omar El Amrani,11.43,TERMINE
STG00616,STU00714,ENT0015,PP,2.0,3,2024-01-14,2023-02-14,Mohamed Benali,13.0,TERMINE
STG00617,STU00715,ENT0016,PP,2.0,3,2024-01-14,2023-02-14,Nour Mansouri,11.14,TERMINE
STG00618,STU00716,ENT0016,PP,2.0,3,2024-01-14,2023-02-14,Salma Mansouri,11.76,TERMINE
STG00619,STU00717,ENT0019,PP,2.0,3,2024-01-14,2023-02-14,Khadija Fassi,11.42,TERMINE
STG00620,STU00718,ENT0007,PP,2.0,3,2024-01-14,2023-02-14,Omar Idrissi,11.87,TERMINE
STG00621,STU00719,ENT0012,PP,2.0,3,2024-01-14,2023-02-14,Mehdi Fassi,11.64,EN_COURS
STG00622,STU00720,ENT0019,PP,2.0,3,2024-01-14,2023-02-14,Fatima Sabri,12.32,TERMINE
STG00623,STU00721,ENT0013,PP,3.0,3,2024-01-14,2023-02-14,Mehdi Idrissi,12.73,TERMINE
STG00624,STU00722,ENT0010,PP,3.0,3,2024-01-14,2023-02-14,Nour Chakir,12.32,TERMINE
STG00625,STU00723,ENT0004,PP,3.0,3,2024-01-14,2023-02-14,Hassan Fassi,17.44,TERMINE
STG00626,STU00725,ENT0016,PP,3.0,3,2024-01-14,2023-02-14,Hassan Berrada,13.74,TERMINE
STG00627,STU00726,ENT0018,PP,3.0,3,2024-01-14,2023-02-14,Salma El Amrani,13.18,TERMINE
STG00628,STU00727,ENT0014,PP,3.0,3,2024-01-14,2023-02-14,Hassan Fassi,11.61,TERMINE
STG00629,STU00728,ENT0014,PP,3.0,3,2024-01-14,2023-02-14,Youssef Alami,16.57,EN_COURS
STG00630,STU00729,ENT0012,PP,3.0,3,2024-01-14,2023-02-14,Youssef Idrissi,12.57,TERMINE
STG00631,STU00730,ENT0015,PP,3.0,3,2024-01-14,2023-02-14,Khadija Alami,14.22,TERMINE
STG00632,STU00731,ENT0008,PP,3.0,3,2024-01-14,2023-02-14,Omar Naciri,15.46,EN_COURS
STG00633,STU00732,ENT0016,PP,3.0,3,2024-01-14,2023-02-14,Salma Alami,11.04,TERMINE
STG00634,STU00733,ENT0003,PP,3.0,3,2024-01-14,2023-02-14,Omar Berrada,17.43,TERMINE
STG00635,STU00735,ENT0015,PP,3.0,3,2024-01-14,2023-02-14,Salma Mansouri,16.55,TERMINE
STG00636,STU00736,ENT0011,PP,3.0,3,2024-01-14,2023-02-14,Youssef Berrada,13.95,TERMINE
STG00637,STU00737,ENT0010,PP,3.0,3,2024-01-14,2023-02-14,Aisha Idrissi,12.49,TERMINE
STG00638,STU00739,ENT0009,PP,3.0,3,2024-01-14,2023-02-14,Hassan Berrada,13.57,TERMINE
STG00639,STU00740,ENT0019,PP,3.0,3,2024-01-14,2023-02-14,Mohamed Benali,11.94,TERMINE
STG00640,STU00741,ENT0009,PP,3.0,3,2024-01-14,2023-02-14,Hassan Chakir,14.7,TERMINE
STG00641,STU00742,ENT0020,PP,3.0,3,2024-01-14,2023-02-14,Mehdi Benali,12.61,TERMINE
STG00642,STU00744,ENT0005,PP,3.0,3,2024-01-14,2023-02-14,Karim El Amrani,14.42,TERMINE
STG00643,STU00745,ENT0002,PP,3.0,3,2024-01-14,2023-02-14,Hassan Tazi,16.66,TERMINE
STG00644,STU00746,ENT0009,PP,3.0,3,2024-01-14,2023-02-14,Hassan Alami,15.28,TERMINE
STG00645,STU00747,ENT0016,PP,3.0,3,2024-01-14,2023-02-14,Amina Mansouri,12.31,EN_COURS
STG00646,STU00748,ENT0005,PP,3.0,3,2024-01-14,2023-02-14,Hassan Mansouri,15.08,TERMINE
STG00647,STU00750,ENT0013,PP,3.0,3,2024-01-14,2023-02-14,Fatima Benjelloun,13.97,TERMINE
STG00648,STU00751,ENT0020,PP,3.0,3,2024-01-14,2023-02-14,Salma Rami,14.48,TERMINE
STG00649,STU00753,ENT0002,PP,3.0,3,2024-01-14,2023-02-14,Karim Benali,16.47,EN_COURS
STG00650,STU00754,ENT0011,PP,3.0,3,2024-01-14,2023-02-14,Omar El Amrani,12.14,TERMINE
STG00651,STU00755,ENT0011,PP,3.0,3,2024-01-14,2023-02-14,Khadija El Amrani,12.07,TERMINE
STG00652,STU00756,ENT0019,PP,3.0,3,2024-01-14,2023-02-14,Mehdi Benali,17.83,TERMINE
STG00653,STU00757,ENT0015,PP,3.0,3,2024-01-14,2023-02-14,Fatima Mansouri,14.1,TERMINE
STG00654,STU00758,ENT0013,PP,3.0,3,2024-01-14,2023-02-14,Nour Sabri,17.81,TERMINE
STG00655,STU00759,ENT0008,PP,3.0,3,2024-01-14,2023-02-14,Ali Berrada,12.14,TERMINE
STG00656,STU00760,ENT0015,PP,3.0,3,2024-01-14,2023-02-14,Fatima Rami,16.29,TERMINE
STG00657,STU00761,ENT0009,PP,3.0,3,2024-01-14,2023-02-14,Khadija Rami,15.16,TERMINE
STG00658,STU00762,ENT0016,PP,3.0,3,2024-01-14,2023-02-14,Hassan Mansouri,17.25,TERMINE
STG00659,STU00763,ENT0017,PP,3.0,3,2024-01-14,2023-02-14,Mohamed Berrada,17.66,TERMINE
STG00660,STU00764,ENT0001,PP,3.0,3,2024-01-14,2023-02-14,Hassan Berrada,13.84,TERMINE
STG00661,STU00765,ENT0003,PP,3.0,3,2024-01-14,2023-02-14,Ahmed Tazi,17.08,TERMINE
STG00662,STU00766,ENT0015,PP,3.0,3,2024-01-14,2023-02-14,Yasmine Mansouri,16.88,EN_COURS
STG00663,STU00767,ENT0013,PP,3.0,3,2024-01-14,2023-02-14,Mehdi Naciri,17.49,EN_COURS
STG00664,STU00768,ENT0010,PP,3.0,3,2024-01-14,2023-02-14,Fatima Fassi,17.5,TERMINE
STG00665,STU00769,ENT0010,PP,3.0,3,2024-01-14,2023-02-14,Fatima Benali,12.53,TERMINE
STG00666,STU00771,ENT0002,PP,3.0,3,2024-01-14,2023-02-14,Fatima Tazi,11.43,EN_COURS
STG00667,STU00772,ENT0013,PP,3.0,3,2024-01-14,2023-02-14,Hassan Tazi,14.93,TERMINE
STG00668,STU00773,ENT0015,PP,3.0,3,2024-01-14,2023-02-14,Khadija Idrissi,12.45,TERMINE
STG00669,STU00774,ENT0002,PP,3.0,3,2024-01-14,2023-02-14,Fatima El Amrani,14.97,TERMINE
STG00670,STU00775,ENT0017,PP,3.0,3,2024-01-14,2023-02-14,Amina Rami,14.32,TERMINE
STG00671,STU00776,ENT0001,PP,3.0,3,2024-01-14,2023-02-14,Khadija Chakir,15.54,TERMINE
STG00672,STU00777,ENT0019,PP,3.0,3,2024-01-14,2023-02-14,Amina Berrada,16.48,EN_COURS
STG00673,STU00778,ENT0014,PP,3.0,3,2024-01-14,2023-02-14,Fatima Berrada,17.18,EN_COURS
STG00674,STU00779,ENT0019,PP,3.0,3,2024-01-14,2023-02-14,Aisha Sabri,11.09,TERMINE
STG00675,STU00780,ENT0008,PP,3.0,3,2024-01-14,2023-02-14,Ali Sabri,17.5,TERMINE
STG00676,STU00781,ENT0010,PP,4.0,3,2024-01-14,2023-02-14,Ali Mansouri,11.55,EN_COURS
STG00677,STU00782,ENT0011,PP,4.0,3,2024-01-14,2023-02-14,Khadija Alami,17.21,TERMINE
STG00678,STU00784,ENT0020,PP,4.0,3,2024-01-14,2023-02-14,Ali Alami,14.89,EN_COURS
STG00679,STU00785,ENT0014,PP,4.0,3,2024-01-14,2023-02-14,Youssef Benali,11.41,TERMINE
STG00680,STU00786,ENT0005,PP,4.0,3,2024-01-14,2023-02-14,Salma Sabri,16.0,EN_COURS
STG00681,STU00787,ENT0020,PP,4.0,3,2024-01-14,2023-02-14,Mohamed Mansouri,17.34,TERMINE
STG00682,STU00788,ENT0003,PP,4.0,3,2024-01-14,2023-02-14,Omar Naciri,13.23,TERMINE
STG00683,STU00789,ENT0012,PP,4.0,3,2024-01-14,2023-02-14,Ahmed Alami,14.66,TERMINE
STG00684,STU00790,ENT0015,PP,4.0,3,2024-01-14,2023-02-14,Karim Naciri,15.11,TERMINE
STG00685,STU00791,ENT0013,PP,4.0,3,2024-01-14,2023-02-14,Karim Benali,14.26,EN_COURS
STG00686,STU00792,ENT0006,PP,4.0,3,2024-01-14,2023-02-14,Ali Sabri,17.15,TERMINE
STG00687,STU00793,ENT0015,PP,4.0,3,2024-01-14,2023-02-14,Omar Mansouri,12.3,EN_COURS
STG00688,STU00794,ENT0014,PP,4.0,3,2024-01-14,2023-02-14,Karim Fassi,17.73,EN_COURS
STG00689,STU00795,ENT0002,PP,4.0,3,2024-01-14,2023-02-14,Nour Naciri,13.93,TERMINE
STG00690,STU00796,ENT0014,PP,4.0,3,2024-01-14,2023-02-14,Aisha Naciri,16.16,TERMINE
STG00691,STU00797,ENT0017,PP,4.0,3,2024-01-14,2023-02-14,Omar Benjelloun,17.05,TERMINE
STG00692,STU00798,ENT0007,PP,4.0,3,2024-01-14,2023-02-14,Ali El Amrani,14.51,TERMINE
STG00693,STU00799,ENT0004,PP,4.0,3,2024-01-14,2023-02-14,Aisha Rami,13.8,TERMINE
STG00694,STU00800,ENT0009,PP,4.0,3,2024-01-14,2023-02-14,Youssef Alami,17.03,TERMINE
STG00695,STU00801,ENT0013,PP,4.0,3,2024-01-14,2023-02-14,Nour Rami,15.19,TERMINE
STG00696,STU00802,ENT0006,PP,4.0,3,2024-01-14,2023-02-14,Nour Fassi,13.21,TERMINE
STG00697,STU00805,ENT0014,PP,4.0,3,2024-01-14,2023-02-14,Ali Naciri,13.68,TERMINE
STG00698,STU00806,ENT0003,PP,4.0,3,2024-01-14,2023-02-14,Mohamed El Amrani,12.36,TERMINE
STG00699,STU00807,ENT0012,PP,4.0,3,2024-01-14,2023-02-14,Youssef Tazi,13.44,TERMINE
STG00700,STU00808,ENT0010,PP,4.0,3,2024-01-14,2023-02-14,Amina Naciri,11.21,TERMINE
STG00701,STU00809,ENT0018,PP,4.0,3,2024-01-14,2023-02-14,Youssef Chakir,12.35,TERMINE
